accel1, , , accel2, , , accel3, , , accel4, , , accel5, , , accel6, , , accel7, , , accel8, , , accel9, , , accel10, , , accel11, , , accel12, , , accel13, , , accel14, , , accel15, , , accel16, , , accel17, , , accel18, , , accel19, , , accel20, , , accel21, , , accel22, , , accel23, , , accel24, , , accel25, , , accel26, , , accel27, , , accel28, , , accel29, , , accel30, , , accel31, , , accel32, , , accel33, , , accel34, , , accel35, , , accel36, , , accel37, , , accel38, , , accel39, , , accel40, , , accel41, , , accel42, , , accel43, , , accel44, , , accel45, , , accel46, , , accel47, , , accel48, , , accel49, , , accel50, , , 
X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, X, Y, Z, 
0.58825, -0.06225, -0.821,0.58825, -0.06225, -0.821,0.58825, -0.06225, -0.821,0.58825, -0.06225, -0.821,0.6242501, -0.07675, -0.8800001,0.6242501, -0.07675, -0.8800001,0.6242501, -0.07675, -0.8800001,0.5565, 0.028, -0.549,0.5565, 0.028, -0.549,0.566, 0.10425, -0.12675,0.566, 0.10425, -0.12675,0.566, 0.10425, -0.12675,0.487, 0.1195, 0.07300001,0.487, 0.1195, 0.07300001,0.487, 0.1195, 0.07300001,-0.04, -0.00225, 0.437,-0.04, -0.00225, 0.437,-0.04, -0.00225, 0.437,-0.04, -0.00225, 0.437,-0.9432501, 0.25075, 0.8425,-0.9432501, 0.25075, 0.8425,-2.862, 1.1585, -0.8882501,-2.862, 1.1585, -0.8882501,-2.862, 1.1585, -0.8882501,-2.862, 1.1585, -0.8882501,-2.8015, 0.6662501, -2.43125,-2.8015, 0.6662501, -2.43125,-1.45025, 0.499, -1.36675,-1.45025, 0.499, -1.36675,-1.45025, 0.499, -1.36675,-1.09375, 0.5642501, -0.65675,-1.09375, 0.5642501, -0.65675,-1.09375, 0.5642501, -0.65675,-1.09375, 0.5642501, -0.65675,-0.96675, 0.153, -0.38025,-0.96675, 0.153, -0.38025,-0.96675, 0.153, -0.38025,-0.9220001, 0.22375, -0.397,-0.9220001, 0.22375, -0.397,-0.92325, 0.17625, -0.39,-0.92325, 0.17625, -0.39,-0.92325, 0.17625, -0.39,-0.91225, 0.13125, -0.40075,-0.91225, 0.13125, -0.40075,-0.91225, 0.13125, -0.40075,-0.91225, 0.13125, -0.40075,-0.9120001, 0.15325, -0.41675,-0.9120001, 0.15325, -0.41675,-0.9135001, 0.1435, -0.45975,-0.9135001, 0.1435, -0.45975,
0.76625, 0.02625, -0.58625,0.76625, 0.02625, -0.58625,0.76625, 0.02625, -0.58625,0.7690001, -0.02625, -0.56225,0.7690001, -0.02625, -0.56225,0.7690001, -0.02625, -0.56225,0.59425, 0.03275, -0.33625,0.59425, 0.03275, -0.33625,0.59425, 0.03275, -0.33625,0.29625, 0.1135, 0.10925,0.29625, 0.1135, 0.10925,0.29625, 0.1135, 0.10925,0.042, 0.074, 0.228,0.042, 0.074, 0.228,0.042, 0.074, 0.228,-0.57775, 0.14325, -0.116,-0.57775, 0.14325, -0.116,-0.57775, 0.14325, -0.116,-1.832, -0.04, -1.2925,-1.832, -0.04, -1.2925,-1.832, -0.04, -1.2925,-2.16925, -0.6267501, -2.3665,-2.16925, -0.6267501, -2.3665,-2.16925, -0.6267501, -2.3665,-2.16925, -0.6267501, -2.3665,-1.5765, -0.60975, -1.72325,-1.5765, -0.60975, -1.72325,-0.8265001, -0.1455, -0.73475,-0.8265001, -0.1455, -0.73475,-0.8265001, -0.1455, -0.73475,-0.7995, -0.05675, -0.7795,-0.7995, -0.05675, -0.7795,-0.7995, -0.05675, -0.7795,-0.854, -0.10525, -0.576,-0.854, -0.10525, -0.576,-0.854, -0.10525, -0.576,-0.8775001, -0.08075, -0.53125,-0.8775001, -0.08075, -0.53125,-0.8775001, -0.08075, -0.53125,-0.85725, -0.11775, -0.454,-0.85725, -0.11775, -0.454,-0.85725, -0.11775, -0.454,-0.85725, -0.11775, -0.454,-0.85675, -0.03325, -0.495,-0.85675, -0.03325, -0.495,-0.8665, -0.02775, -0.5700001,-0.8665, -0.02775, -0.5700001,-0.8665, -0.02775, -0.5700001,-0.84025, -0.009000001, -0.528,-0.84025, -0.009000001, -0.528,
0.18125, -0.0405, -1.00225,0.18125, -0.0405, -1.00225,0.18125, -0.0405, -1.00225,0.195, -0.06575, -1.10325,0.195, -0.06575, -1.10325,0.195, -0.06575, -1.10325,0.305, -0.04075, -1.07875,0.305, -0.04075, -1.07875,0.305, -0.04075, -1.07875,0.44775, -0.09525, -1.0825,0.44775, -0.09525, -1.0825,0.44775, -0.09525, -1.0825,0.354, -0.08025, -0.8525,0.354, -0.08025, -0.8525,0.354, -0.08025, -0.8525,0.13575, 0.01375, 0.0335,0.13575, 0.01375, 0.0335,0.13575, 0.01375, 0.0335,0.00225, 0.24125, 0.62125,0.00225, 0.24125, 0.62125,0.00225, 0.24125, 0.62125,-0.39175, 0.6127501, 0.5725001,-0.39175, 0.6127501, 0.5725001,-0.39175, 0.6127501, 0.5725001,-0.39175, 0.6127501, 0.5725001,-1.641, 0.22675, 0.169,-1.641, 0.22675, 0.169,-3.66525, -0.4735, -1.2185,-3.66525, -0.4735, -1.2185,-3.66525, -0.4735, -1.2185,-4.43025, -0.1445, -2.775,-4.43025, -0.1445, -2.775,-4.43025, -0.1445, -2.775,-4.43025, -0.1445, -2.775,-2.094, -0.1425, -2.7465,-2.094, -0.1425, -2.7465,-0.9932501, 0.07475001, -0.9367501,-0.9932501, 0.07475001, -0.9367501,-0.9932501, 0.07475001, -0.9367501,-0.98, 0.151, -0.71375,-0.98, 0.151, -0.71375,-0.98, 0.151, -0.71375,-0.98, 0.151, -0.71375,-0.98375, -0.002, -0.38,-0.98375, -0.002, -0.38,-0.98375, -0.002, -0.38,-1.02525, 0.036, -0.24725,-1.02525, 0.036, -0.24725,-1.028, 0.017, -0.36575,-1.028, 0.017, -0.36575,
0.7970001, 0.05575, -0.61825,0.77325, 0.057, -0.63075,0.77325, 0.057, -0.63075,0.77325, 0.057, -0.63075,0.77325, 0.057, -0.63075,0.7595, 0.06525, -0.62025,0.7595, 0.06525, -0.62025,0.7595, 0.06525, -0.62025,0.7237501, 0.05825, -0.4395,0.7237501, 0.05825, -0.4395,0.7237501, 0.05825, -0.4395,0.7162501, 0.06875, -0.5205,0.7162501, 0.06875, -0.5205,0.7162501, 0.06875, -0.5205,0.61075, 0.1315, -0.37975,0.61075, 0.1315, -0.37975,0.61075, 0.1315, -0.37975,0.45825, 0.10275, -0.12325,0.45825, 0.10275, -0.12325,0.45825, 0.10275, -0.12325,0.20775, 0.21225, -0.08525001,0.20775, 0.21225, -0.08525001,0.20775, 0.21225, -0.08525001,-0.24225, 0.231, 0.02375,-0.24225, 0.231, 0.02375,-0.24225, 0.231, 0.02375,-0.8337501, 0.0375, -0.39075,-0.8337501, 0.0375, -0.39075,-0.8337501, 0.0375, -0.39075,-1.4025, -0.3, -1.14525,-1.4025, -0.3, -1.14525,-1.4025, -0.3, -1.14525,-1.4025, -0.3, -1.14525,-1.802, -0.4115, -2.52375,-1.802, -0.4115, -2.52375,-1.40475, -0.12125, -0.93875,-1.40475, -0.12125, -0.93875,-1.40475, -0.12125, -0.93875,-1.273, 0.05175, -0.81975,-1.273, 0.05175, -0.81975,-1.273, 0.05175, -0.81975,-1.124, 0.09875, -0.58325,-1.124, 0.09875, -0.58325,-1.124, 0.09875, -0.58325,-1.07975, 0.03325, -0.54325,-1.07975, 0.03325, -0.54325,-1.07975, 0.03325, -0.54325,-1.01575, 0.042, -0.44475,-1.01575, 0.042, -0.44475,-1.01575, 0.042, -0.44475,
0.66175, 0.19625, -0.7445,0.66175, 0.19625, -0.7445,0.66175, 0.19625, -0.7445,0.66175, 0.19625, -0.7445,0.65375, 0.18525, -0.74525,0.65375, 0.18525, -0.74525,0.65375, 0.18525, -0.74525,0.53475, 0.21525, -0.5395,0.53475, 0.21525, -0.5395,0.53475, 0.21525, -0.5395,0.43125, 0.65075, 0.321,0.43125, 0.65075, 0.321,0.43125, 0.65075, 0.321,-0.56375, 0.01625, 0.606,-0.56375, 0.01625, 0.606,-0.56375, 0.01625, 0.606,-1.988, -0.21025, 1.10825,-1.988, -0.21025, 1.10825,-1.988, -0.21025, 1.10825,-4.218, -0.9025, -0.4665,-4.218, -0.9025, -0.4665,-4.218, -0.9025, -0.4665,-4.61825, 0.3315, -2.3925,-4.61825, 0.3315, -2.3925,-4.61825, 0.3315, -2.3925,-1.79125, 1.04775, -2.41125,-1.79125, 1.04775, -2.41125,-1.79125, 1.04775, -2.41125,-1.322, 0.00025, -0.462,-1.322, 0.00025, -0.462,-1.322, 0.00025, -0.462,-1.14675, 0.341, -0.155,-1.14675, 0.341, -0.155,-1.14675, 0.341, -0.155,-0.9647501, -0.00525, -0.13625,-0.9647501, -0.00525, -0.13625,-0.9647501, -0.00525, -0.13625,-1.02675, -0.10525, -0.07175,-1.02675, -0.10525, -0.07175,-1.02675, -0.10525, -0.07175,-0.98725, -0.207, -0.20775,-0.98725, -0.207, -0.20775,-0.98725, -0.207, -0.20775,-0.9315, -0.12925, -0.18475,-0.9315, -0.12925, -0.18475,-0.9315, -0.12925, -0.18475,-0.9867501, -0.118, -0.232,-0.9867501, -0.118, -0.232,-0.9867501, -0.118, -0.232,-0.9845001, -0.13375, -0.3375,
0.74325, 0.11125, -0.66325,0.74325, 0.11125, -0.66325,0.74325, 0.11125, -0.66325,0.7265, 0.12, -0.69675,0.7265, 0.12, -0.69675,0.7265, 0.12, -0.69675,0.71975, 0.132, -0.5790001,0.71975, 0.132, -0.5790001,0.71975, 0.132, -0.5790001,0.70625, 0.1275, -0.55725,0.70625, 0.1275, -0.55725,0.70625, 0.1275, -0.55725,0.546, 0.13225, -0.415,0.546, 0.13225, -0.415,0.546, 0.13225, -0.415,0.3215, 0.1365, -0.0755,0.3215, 0.1365, -0.0755,0.3215, 0.1365, -0.0755,-0.0685, 0.242, -0.0455,-0.0685, 0.242, -0.0455,-0.0685, 0.242, -0.0455,-0.40725, 0.2685, -0.2165,-0.40725, 0.2685, -0.2165,-0.40725, 0.2685, -0.2165,-0.80625, -0.13175, -0.8610001,-0.80625, -0.13175, -0.8610001,-0.80625, -0.13175, -0.8610001,-1.50775, -0.05375, -1.6185,-1.50775, -0.05375, -1.6185,-1.50775, -0.05375, -1.6185,-1.701, -0.01325, -1.64825,-1.701, -0.01325, -1.64825,-1.701, -0.01325, -1.64825,-1.49525, 0.05075, -1.716,-1.49525, 0.05075, -1.716,-1.49525, 0.05075, -1.716,-1.0485, 0.132, -1.403,-1.0485, 0.132, -1.403,-1.0485, 0.132, -1.403,-0.956, 0.052, -0.73725,-0.956, 0.052, -0.73725,-0.956, 0.052, -0.73725,-0.9277501, 0.0975, -0.60875,-0.9277501, 0.0975, -0.60875,-0.9277501, 0.0975, -0.60875,-0.929, 0.002, -0.544,-0.929, 0.002, -0.544,-0.929, 0.002, -0.544,-0.956, -0.01275, -0.42775,-0.956, -0.01275, -0.42775,
0.74225, 0.098, -0.6675,0.74225, 0.098, -0.6675,0.74225, 0.098, -0.6675,0.75775, 0.113, -0.6475,0.75775, 0.113, -0.6475,0.75775, 0.113, -0.6475,0.73375, 0.132, -0.5715,0.73375, 0.132, -0.5715,0.73375, 0.132, -0.5715,0.791, 0.08175001, -0.559,0.791, 0.08175001, -0.559,0.791, 0.08175001, -0.559,0.72025, 0.08725, -0.5642501,0.72025, 0.08725, -0.5642501,0.72025, 0.08725, -0.5642501,0.30525, 0.08775, 0.11025,0.30525, 0.08775, 0.11025,0.30525, 0.08775, 0.11025,0.3155, 0.3055, -0.0055,0.3155, 0.3055, -0.0055,0.3155, 0.3055, -0.0055,0.006, 0.19, -0.105,0.006, 0.19, -0.105,0.006, 0.19, -0.105,-0.3125, 0.07275, -0.42575,-0.3125, 0.07275, -0.42575,-0.3125, 0.07275, -0.42575,-0.8275, -0.371, -1.06725,-0.8275, -0.371, -1.06725,-0.8275, -0.371, -1.06725,-1.122, 0.103, -1.70475,-1.122, 0.103, -1.70475,-1.122, 0.103, -1.70475,-1.41975, -0.08725, -1.86,-1.41975, -0.08725, -1.86,-1.41975, -0.08725, -1.86,-1.542, 0.07700001, -1.8235,-1.542, 0.07700001, -1.8235,-1.542, 0.07700001, -1.8235,-1.21275, 0.12275, -1.59775,-1.21275, 0.12275, -1.59775,-1.21275, 0.12275, -1.59775,-1.00625, 0.16675, -0.8807501,-1.00625, 0.16675, -0.8807501,-1.00625, 0.16675, -0.8807501,-0.9620001, -0.01375, -0.586,-0.9620001, -0.01375, -0.586,-0.9620001, -0.01375, -0.586,-0.9827501, -0.01725, -0.40725,-0.9827501, -0.01725, -0.40725,
0.9265, 0.04075, -0.4735,0.9265, 0.04075, -0.4735,0.9265, 0.04075, -0.4735,0.9012501, 0.00025, -0.501,0.9012501, 0.00025, -0.501,0.9012501, 0.00025, -0.501,0.86225, 0.03525, -0.422,0.86225, 0.03525, -0.422,0.86225, 0.03525, -0.422,0.7460001, 0.032, -0.453,0.7460001, 0.032, -0.453,0.7460001, 0.032, -0.453,0.48175, -0.30375, -0.41075,0.48175, -0.30375, -0.41075,0.48175, -0.30375, -0.41075,-0.251, -0.27, 1.41675,-0.251, -0.27, 1.41675,-0.251, -0.27, 1.41675,-1.623, 0.089, 1.20125,-1.623, 0.089, 1.20125,-1.623, 0.089, 1.20125,-3.409, 0.52325, -1.14575,-3.409, 0.52325, -1.14575,-3.409, 0.52325, -1.14575,-2.607, -0.15475, -4.53975,-2.607, -0.15475, -4.53975,-2.607, -0.15475, -4.53975,-1.39425, -0.29525, -2.11775,-1.39425, -0.29525, -2.11775,-1.39425, -0.29525, -2.11775,-0.74725, -0.09675001, -0.98,-0.74725, -0.09675001, -0.98,-0.74725, -0.09675001, -0.98,-0.6175, -0.0815, -0.8940001,-0.6175, -0.0815, -0.8940001,-0.6175, -0.0815, -0.8940001,-0.605, 0.01, -0.8847501,-0.605, 0.01, -0.8847501,-0.605, 0.01, -0.8847501,-0.6, -0.059, -0.65575,-0.6, -0.059, -0.65575,-0.6, -0.059, -0.65575,-0.6075, -0.09850001, -0.7237501,-0.6075, -0.09850001, -0.7237501,-0.6075, -0.09850001, -0.7237501,-0.6075, -0.09850001, -0.7237501,-0.63725, -0.14825, -0.8387501,-0.63725, -0.14825, -0.8387501,-0.63725, -0.14825, -0.8387501,-0.60475, -0.08800001, -0.854,
0.9185001, 0.039, -0.43875,0.9185001, 0.039, -0.43875,0.9185001, 0.039, -0.43875,0.93875, 0.0525, -0.436,0.93875, 0.0525, -0.436,0.93875, 0.0525, -0.436,0.9265, 0.032, -0.48775,0.9265, 0.032, -0.48775,0.9265, 0.032, -0.48775,0.937, 0.05225, -0.43025,0.937, 0.05225, -0.43025,0.937, 0.05225, -0.43025,0.937, 0.05225, -0.43025,0.9210001, -0.12525, -0.7952501,0.9210001, -0.12525, -0.7952501,0.537, 0.19975, -0.236,0.537, 0.19975, -0.236,0.537, 0.19975, -0.236,-0.378, -0.51375, 1.22675,-0.378, -0.51375, 1.22675,-0.378, -0.51375, 1.22675,-1.505, -0.23025, 1.56,-1.505, -0.23025, 1.56,-1.505, -0.23025, 1.56,-1.505, -0.23025, 1.56,-3.0645, 0.52375, 0.4875,-3.0645, 0.52375, 0.4875,-3.0645, 0.52375, 0.4875,-4.00525, 1.26675, -4.5575,-4.00525, 1.26675, -4.5575,-4.00525, 1.26675, -4.5575,-2.09, -1.3125, -2.654,-2.09, -1.3125, -2.654,-2.09, -1.3125, -2.654,-0.98375, -0.05325, -1.3185,-0.98375, -0.05325, -1.3185,-0.98375, -0.05325, -1.3185,-0.7925, -0.04175, -0.909,-0.7925, -0.04175, -0.909,-0.7925, -0.04175, -0.909,-0.7467501, -0.2255, -0.61875,-0.7467501, -0.2255, -0.61875,-0.7467501, -0.2255, -0.61875,-0.712, -0.07575, -0.5715,-0.712, -0.07575, -0.5715,-0.712, -0.07575, -0.5715,-0.69125, -0.152, -0.66275,-0.69125, -0.152, -0.66275,-0.69125, -0.152, -0.66275,-0.68875, -0.298, -0.7090001,
